"","name","meet_year","race_group","class_year","team","meet1","meet2","meet3","Minnesota Intercollegiate Championships"
"947","  Weiss, Paige",2014,"Women","SO","St. Olaf","27.91166667","27.72166667",27.81666667,"27.39166667"
"948","  Welke, Stephanie",2015,"Women","JR","Gustavus Adolphus","24.175","25.32",24.7475,"24.78666667"
"949","  Welke, Stephanie",2016,"Women","SR","Gustavus Adolphus","26.5","24.17166667",24.69333333,"25.07833333"
"950","  Welsink, Anne-Juul",2016,"Women","SR","Macalester","30.755","28.17833333",29.2,"27.925"
"951","  West, Maria",2015,"Women","FR","Concordia Moorhead","27.48666667","26",26.743333335,"25.95"
"952","  West, Maria",2016,"Women","SO","Concordia Moorhead","24.85","25.61166667",26.41666667,"24.99166667"
"953","  West, Maria",2017,"Women","JR","Concordia Moorhead","26.09333333","25.48333333",25.92666667,"24.55333333"
"954","  Westermeier, Kristin",2012,"Women","FR","Concordia Moorhead","33.79","32.79666667",33.293333335,"31.02333333"
"955","  Westermeier, Kristin",2014,"Women","JR","Concordia Moorhead","32.915","29.61666667",31.265833335,"29.425"
"956","  Westermeier, Kristin",2015,"Women","SR","Concordia Moorhead","34.61333333","30.51666667",32.565,"32.65166667"
"957","  Whitcomb, Elizabeth",2017,"Women","FR","Gustavus Adolphus","25.43833333","25.01166667",25.225,"25.05833333"
"958","  White , Annie ",2017,"Women","SR","St. Benedict","29.35666667","29.55",29.453333335,"30.13333333"
"959","  Whiteman, Sara",2016,"Women","SO","Concordia Moorhead","25.16833333","25.35",25.95,"26.16333333"
"960","  Whiteman, Sara",2017,"Women","JR","Concordia Moorhead","26.48333333","25.63333333",25.70333333,"25.25"
"961","  Wicklund, Clara",2016,"Women","JR","Gustavus Adolphus","29.96666667","27.75166667",28.705,"28.22"
"962","  Wicklund, Eric",2016,"Men","FR","Concordia Moorhead","20.52333333","27.39666667",28.22666667,"27.65833333"
"963","  Wicklund, Eric",2017,"Men","SO","Concordia Moorhead","19.39666667","27.42166667",23.40916667,"26.645"
"964","  Wicklund, Sofie ",2015,"Women","FR","Gustavus Adolphus","25.08","26.20166667",25.640833335,"26.38333333"
"965","  Wicklund, Sofie ",2016,"Women","SO","Gustavus Adolphus","28.56666667","26.65666667",26.725,"26.39166667"
"966","  Wiersma, Becca",2016,"Women","JR","Carleton","29.555","29.875",29.715,"30.75"
"967","  Wilkin, Becca",2017,"Women","SO","St. Thomas","23.27666667","24.49666667",23.88666667,"23.42333333"
"968","  Wilkinson, Matthew",2017,"Men","FR","Carleton","25.66833333","26.64166667",26.155,"26.01166667"
"969","  Wilson, Grace",2014,"Women","SO","St. Olaf","25.52166667","24.59666667",25.05916667,"23.915"
"970","  Winter, Tierney",2017,"Women","FR","Gustavus Adolphus","23.82333333","24.92833333",24.37583333,"23.82166667"
"971","  Wintheiser, Grant",2012,"Men","SO","St. Olaf","25.34833333","25.775",25.6,"25.135"
"972","  Wischnack, Alex",2015,"Men","FR","Gustavus Adolphus","27.56666667","27.98",27.773333335,"28.29333333"
"973","  Wischnack, Alex",2016,"Men","SO","Gustavus Adolphus","27.53333333","26.695",27.20833333,"26.95833333"
"974","  Wischnack, Alex",2017,"Men","JR","Gustavus Adolphus","27.28833333","28.00166667",27.645,"27.02666667"
"975","  Wischnack, Andrew",2016,"Men","FR","Gustavus Adolphus","29.81666667","29.28833333",29.5525,"29.53333333"
"976","  Wischnack, Andrew",2017,"Men","SO","Gustavus Adolphus","27.81833333","28.16333333",27.99083333,"28.30333333"
"977","  Wise, Michelle",2015,"Women","FR","St. Thomas","29.22333333","28.10166667",28.6625,"28.15833333"
"978","  Wise, Michelle",2016,"Women","SO","St. Thomas","29.395","27.24666667",28.320833335,"27.16333333"
"979","  Witmer, Sam",2017,"Women","JR","St. Catherine","29.13166667","29.28666667",29.20916667,"27.185"
"980","  Wold, Josh",2012,"Men","SR","St. Olaf","27.32666667","27.675",27.500833335,"26.95333333"
"981","  Wolterman, Anya",2017,"Women","SO","Macalester","27.54166667","26.07666667",26.80916667,"25.94166667"
"982","  Wood, Maddie",2012,"Women","SR","St. Olaf","25.18833333","24.56166667",24.875,"23.94333333"
"983","  Yangkyi, Choyang",2016,"Women","SR","St. Olaf","26.985","25.84",26.4125,"25.34"
"984","  York, Kathryn",2016,"Women","SO","St. Olaf","28.32","26.93833333",27.629166665,"26.22166667"
"985","  Yost-Wolff, Marlee",2015,"Women","FR","Macalester","27.43333333","25.99833333",26.71583333,"25.98333333"
"986","  Yost-Wolff, Marlee",2016,"Women","SO","Macalester","28.16","26.26",27.21,"26.25666667"
"987","  Yost-Wolff, Marlee",2017,"Women","JR","Macalester","24.04166667","25.38",24.80333333,"23.43"
"988","  Young, Adrienne",2012,"Women","SR","Augsburg","31.885","33.57",32.7275,"29.855"
"989","  Zahhos, Maria",2015,"Women","SO","St. Thomas","28.505","27.51833333",28.011666665,"28.32"
"990","  Zahhos, Maria",2017,"Women","SR","St. Thomas","27.91166667","28.65833333",28.285,"27.07166667"
"991","  Zaidi, Tayeb",2015,"Men","JR","Macalester","31.88333333","29.41666667",30.65,"31.21666667"
"992","  Zimmerman, Elizabeth",2017,"Women","FR","Carleton","25.24166667","26.71",25.6,"24.87666667"
"993","  Zollner, Austin",2015,"Men","JR","Gustavus Adolphus","29.18833333","30.49333333",29.84083333,"30.80833333"
"994","  Zollner, Austin",2016,"Men","SR","Gustavus Adolphus","30.75","29.615",30.24,"29.79"
"995","  Zwanziger, Jessie",2012,"Women","SR","St. Thomas","25.92166667","25.75666667",25.83916667,"24.925"
