"","name","meet_year","race_group","class_year","team","meet1","meet2","meet3","Minnesota Intercollegiate Championships"
"1","  Abbott, Madeline",2014,"Women","FR","Macalester","27.55","27.06",27.305,"25.75166667"
"2","  Abbott, Madeline",2015,"Women","SO","Macalester","27.54166667","26.7",27.120833335,"27.17666667"
"3","  Abbott, Madeline",2016,"Women","JR","Macalester","29.18833333","27.22166667",27.13833333,"28.04333333"
"4","  Abbott, Madeline",2017,"Women","SR","Macalester","28.21166667","30.05166667",28.99166667,"26.75"
"5","  Abegglen, Samuel",2016,"Men","FR","Gustavus Adolphus","32.65","30.71333333",30.74333333,"30.90833333"
"6","  Abegglen, Samuel",2017,"Men","SO","Gustavus Adolphus","30.91166667","32.28333333",31.5975,"31.04333333"
"7","  Adrian, Emily ",2016,"Women","SO","St. Thomas","31.46333333","30.375",30.919166665,"31.82666667"
"8","  Agre, Mata",2015,"Women","SR","Gustavus Adolphus","24.57833333","24.92833333",24.75333333,"25.27833333"
"9","  Ahlstrom, Leighlin",2016,"Women","FR","St. Catherine","23.29833333","25.95666667",24.6275,"23.79833333"
"10","  Ahlstrom, Leighlin",2017,"Women","SO","St. Catherine","25.83333333","25.315",25.574166665,"24.70833333"
"11","  Aldama, Sarah",2016,"Women","JR","Macalester","30.06","28.01166667",28.34666667,"29.10166667"
"12","  Aldama, Sarah",2017,"Women","SR","Macalester","27.58166667","28.67833333",28.13,"27.17166667"
"13","  Alfvin, Erik",2014,"Men","SR","Macalester","29.70666667","28.07",28.888333335,"27.07166667"
"14","  Algren, Mikaela",2015,"Women","FR","Gustavus Adolphus","24.86833333","24.96",24.914166665,"25.94"
"15","  Algren, Mikaela",2016,"Women","JR","Gustavus Adolphus","27.2","25.01666667",25.42833333,"26.34666667"
"16","  Allaben, Sarah",2017,"Women","FR","Carleton","23.90333333","25.22",24.905,"24.48166667"
"17","  Alpers, Lauren ",2017,"Women","FR","Bethel","26.22","28.69333333",27.456666665,"25.37833333"
"18","  Andersen, Kara",2016,"Women","FR","Concordia Moorhead","24.7","25.07166667",26,"24.87666667"
"19","  Andersen, Kara",2017,"Women","SO","Concordia Moorhead","25.72166667","24.53333333",25.33333333,"23.86333333"
"20","  Anderson, Haley",2016,"Women","FR","Gustavus Adolphus","27.76666667","26.45666667",25.78833333,"26.005"
"21","  Anderson, Haley",2017,"Women","SO","Gustavus Adolphus","24.765","25.24833333",25.006666665,"24.27666667"
"22","  Anderson, Sarah ",2016,"Women","FR","Gustavus Adolphus","27.95","24.80666667",25.18166667,"25.45166667"
"23","  Anderson, Sarah ",2017,"Women","SO","Gustavus Adolphus","23.78666667","24.67833333",24.2325,"23.635"
"24","  Anderson, Scott",2012,"Men","JR","Concordia Moorhead","28.42","29.225",29.995,"28.72833333"
"25","  Andrews, Lucy",2012,"Women","JR","Macalester","24.34333333","25.09166667",24.7175,"24.06833333"
"26","  Andriessen, Isabel",2016,"Women","FR","Concordia Moorhead","27.53","27.26666667",28.72,"26.92333333"
"27","  Archer, Ester",2016,"Women","FR","Gustavus Adolphus","31.63333333","27.64833333",27.73166667,"28.41"
"28","  Arndorfer, Stella",2014,"Women","SO","St. Olaf","26.29333333","25.25333333",25.77333333,"26.015"
"29","  Arndorfer, Stella",2015,"Women","SR","St. Olaf","25.57","25.05166667",25.310833335,"24.66666667"
"30","  Asheim, Becca",2012,"Women","FR","Concordia Moorhead","30.42166667","28.24333333",29.3325,"29.47333333"
"31","  Ayars, Jessalyn",2017,"Women","FR","Carleton","24.83833333","25.79833333",25.16666667,"24.36833333"
"32","  Bain, Piper",2014,"Women","JR","St. Olaf","24.04833333","23.74166667",23.895,"22.775"
"33","  Bain, Piper ",2015,"Women","SR","St. Olaf","23.67666667","23",23.338333335,"22.72833333"
"34","  Baker, Kaya",2014,"Women","SO","Concordia Moorhead","24.95333333","22.81666667",23.885,"23.92166667"
"35","  Baker, Kaya",2016,"Women","SR","Concordia Moorhead","23.875","25.05833333",25.05,"24.545"
"36","  Ballet, Izzy",2014,"Women","SO","Macalester","27.015","26.78333333",26.899166665,"25.50833333"
"37","  Ballet, Izzy",2015,"Women","JR","Macalester","28.52666667","27.965",28.245833335,"27.185"
"38","  Ballet, Izzy",2016,"Women","SR","Macalester","29.36333333","27.84666667",28.605,"27.08166667"
"39","  Banz, Michaela",2012,"Women","SO","St. Olaf","24.32666667","25.155",24.740833335,"23.585"
"40","  Banz, Michaela",2014,"Women","SR","St. Olaf","24.57","24.20666667",24.388333335,"23.12833333"
"41","  Barnhart, Andy",2016,"Men","FR","Bethel","29.33333333","29.53666667",29.435,"27.90166667"
"42","  Barrett-Dwyer, Marlon",2016,"Men","FR","Saint Mary's","32.64333333","34.69",33.666666665,"33.37833333"
"43","  Barrett-Dwyer, Marlon",2017,"Men","SO","Saint Mary's","34.53666667","35.45166667",34.99416667,"33.745"
"44","  Barry, Jonah",2015,"Men","JR","Carleton","26.12166667","26.375",26.248333335,"26.38333333"
"45","  Bartenstein, Ben",2015,"Men","SR","Macalester","30.86166667","28.55666667",29.53333333,"30.64166667"
"46","  Barton, Carly",2014,"Women","SO","St. Thomas","27.215","26.55166667",26.883333335,"25.045"
"47","  Barton, Carly",2016,"Women","SR","St. Thomas","27.49333333","25.60166667",26.5475,"25.74833333"
"48","  Bauer, Max",2015,"Men","FR","Gustavus Adolphus","30.55","31.91666667",31.233333335,"31.595"
"49","  Bauer, Max",2016,"Men","SO","Gustavus Adolphus","33.91666667","30.43166667",31.04833333,"30.77333333"
"50","  Bauer, Max",2017,"Men","JR","Gustavus Adolphus","30.065","31.37",30.7175,"30.575"
"51","  Baumeister, Mark",2017,"Men","FR","Macalester","31.15666667","30.38",30.768333335,"30.46666667"
"52","  Bell, Sam",2016,"Men","FR","Hamline","26.61166667","29.05833333",27.835,"27.035"
"53","  Benedict, Alia",2015,"Women","FR","Macalester","26.475","25.51166667",25.993333335,"28.875"
"54","  Benedict, Alia",2016,"Women","SO","Macalester","27.12166667","25.685",26.22333333,"25.49333333"
"55","  Benedict, Alia",2017,"Women","JR","Macalester","24.585","25.68333333",25.23166667,"24.12333333"
"56","  Benitez, Fernando ",2016,"Men","FR","Hamline","26.54833333","29.51333333",28.03083333,"27.19666667"
"57","  Bennett, Ellen",2016,"Women","SO","St. Thomas","29.135","27.285",28.21,"27.635"
"58","  Bennett, Ellen",2017,"Women","JR","St. Thomas","29.16666667","30.74333333",29.955,"28.38666667"
"59","  Benson, Ellie",2015,"Women","SO","Macalester","31.93166667","31.245",31.588333335,"31.10166667"
"60","  Benson, John",2015,"Men","JR","Gustavus Adolphus","27.79","28.22333333",28.006666665,"28.64333333"
"61","  Benson, John",2016,"Men","SR","Gustavus Adolphus","29.5","28.39666667",28.47833333,"27.685"
"62","  Bentley, Jessica",2015,"Women","SO","St. Olaf","26.94166667","25.23833333",26.09,"25.25"
"63","  Bentley, Jessica",2016,"Women","JR","St. Olaf","23.21833333","25.635",24.34666667,"24.34166667"
"64","  Bentley, Rachael",2016,"Women","SO","St. Olaf","31.095","28.94833333",30.021666665,"29.42"
"65","  Berens, Matt ",2012,"Men","SO","Bethel","25.76166667","26.435",26.098333335,"25.54666667"
"66","  Berg, Paul",2012,"Men","JR","St. Olaf","27.92666667","27.93",27.928333335,"27"
"67","  Berg, Taylor",2012,"Women","SR","St. Thomas","21.795","22.21333333",22.165,"21.655"
"68","  Berhe, Alex",2016,"Men","SO","St. Olaf","25.93333333","26.63166667",26.2825,"26.29"
"69","  Berkenes, Alicia",2016,"Women","JR","Saint Mary's","26.23666667","26.56",26.398333335,"27.31166667"
"70","  Berkenes, Alicia",2017,"Women","SR","Saint Mary's","28.34333333","29.395",28.869166665,"27.37833333"
"71","  Berkowitz, Adam",2014,"Men","FR","St. Thomas","27.58333333","28.84166667",28.2125,"28.04833333"
"72","  Berkowitz, Adam",2015,"Men","SO","St. Thomas","29.1","27.45",28.055,"28.14"
"73","  Bernthal-Jones, Serena",2016,"Women","SR","Carleton","25.35666667","25.82666667",25.59166667,"25.22"
"74","  Betterman, Maren",2014,"Women","JR","Macalester","28.06666667","28.525",28.295833335,"26.68833333"
"75","  Betterman, Maren",2015,"Women","SR","Macalester","29.10666667","27.45",28.278333335,"27.79"
"76","  Bevans, Becca",2012,"Women","SR","St. Olaf","22.92333333","23.245",23.084166665,"23.13833333"
"77","  Biggers, Eric",2012,"Men","JR","Macalester","27.74","29.43666667",28.588333335,"27.68166667"
"78","  Bird, Ephraim",2015,"Men","FR","St. Thomas","28.55","26.55333333",27.551666665,"26.71333333"
"79","  Blake, Josie",2017,"Women","FR","Gustavus Adolphus","26.58666667","25.82166667",26.20416667,"27.71666667"
"80","  Blom, Emma",2016,"Women","SR","Augsburg","24.96166667","25.43333333",25.1975,"25.665"
"81","  Bodette, Carissa",2012,"Women","SR","Bethel","26.415","26.86166667",26.638333335,"25.675"
"82","  Boehme, Ross",2014,"Men","SR","Macalester","29.08","29.115",29.0975,"28.48"
"83","  Bollig, Madalyn",2017,"Women","SO","Saint Mary's","30.35333333","30.25333333",30.30333333,"29.18666667"
"84","  Bond, Sarah",2015,"Women","FR","St. Olaf","26.66333333","25.34333333",26.00333333,"27.365"
"85","  Bond, Sarah",2016,"Women","SO","St. Olaf","27.06666667","26.93166667",26.99916667,"27.19"
"86","  Boranian, Chris",2015,"Men","FR","Macalester","27.99","28.2",28.14166667,"29.145"
"87","  Boranian, Chris",2016,"Men","SO","Macalester","27.40833333","29.28666667",28.3475,"27.54"
"88","  Boranian, Chris",2017,"Men","JR","Macalester","26.88","27.57",27.225,"26.61833333"
"89","  Borash, Ben",2016,"Men","FR","Saint Mary's","29.15333333","29.755",29.454166665,"29.67833333"
"90","  Borash, Ben",2017,"Men","SO","Saint Mary's","28.85166667","29.795",29.323333335,"28.31833333"
"91","  Borash, Peter",2012,"Men","SR","Saint Mary's","27.21","26.69666667",26.953333335,"26.35"
"92","  Borgmeier, Abigail",2016,"Women","SO","St. Benedict","26.21666667","24.28333333",24.655,"24.63666667"
"93","  Bowe, Justine",2016,"Women","FR","St. Thomas","34.505","31.62833333",33.066666665,"32.845"
"94","  Boyd, Ruthie",2017,"Women","SO","Carleton","23.53166667","24.41666667",23.97416667,"23.08166667"
"95","  Brakob, Rose",2016,"Women","FR","St. Thomas","29.505","27.635",28.57,"27.08833333"
"96","  Bramstedt, Ian",2014,"Men","FR","St. Thomas","28.83333333","28.72833333",28.78083333,"28.235"
"97","  Bramstedt, Ian ",2015,"Men","SO","St. Thomas","29.88333333","27.98333333",28.28166667,"28.475"
"98","  Branch, Courtney",2015,"Women","SR","Gustavus Adolphus","24.42","25.48",24.95,"25.79166667"
"99","  Brandt, Adam",2014,"Men","SO","St. Thomas","28.35","28.58",28.465,"28.015"
"100","  Brandt, Adam",2015,"Men","JR","St. Thomas","29.6","27.41833333",28.509166665,"28.065"
"101","  Brandt, Adam",2016,"Men","SR","St. Thomas","29.21666667","26.83166667",28.225,"26.99666667"
"102","  Brandt, Allison",2012,"Women","SR","St. Olaf","24.83","24.475",24.52833333,"23.925"
"103","  Bransky, Jacob",2016,"Men","FR","Carleton","32.595","29.86833333",31.231666665,"29.39333333"
"104","  Bransky, Jacob",2017,"Men","SO","Carleton","28.445","29.79333333",29.119166665,"28.67666667"
"105","  Brekke, Josefine",2015,"Women","SR","St. Olaf","24.64666667","23.72333333",24.185,"25.055"
"106","  Brekke, Josefine",2016,"Women","SR","St. Olaf","25.615","23.66666667",24.640833335,"24.67"
"107","  Breuckman, Katie",2016,"Women","FR","St. Thomas","26.46666667","25.15",25.808333335,"24.24166667"
"108","  Breuckman, Katie",2017,"Women","SO","St. Thomas","23.27833333","25.42166667",24.35,"23.50833333"
"109","  Brine-Doyle, Jackie",2016,"Women","SO","St. Catherine","25.05166667","27.46166667",26.25666667,"25.84333333"
"110","  Brine-Doyle, Jackie",2017,"Women","JR","St. Catherine","26.20166667","25.66333333",25.9325,"25.42666667"
"111","  Brink, Hillary",2012,"Women","SO","Concordia Moorhead","28.05166667","27.71",27.880833335,"27.45333333"
"112","  Brogdon, Teagan",2016,"Men","FR","Concordia Moorhead","35.37666667","36.68333333",36.51666667,"32.895"
"113","  Broman, Alison",2015,"Women","SR","Concordia Moorhead","35.33333333","32.93333333",34.13333333,"32.87166667"
"114","  Bunge, Christie",2012,"Women","JR","Concordia Moorhead","29.38833333","28.89",29.139166665,"27.23666667"
"115","  Burback, Allen-Michael",2015,"Men","FR","St. Thomas","29.76666667","27.155",28.460833335,"28.42333333"
"116","  Burback, Allen-Michael",2016,"Men","SO","St. Thomas","26.74833333","27.01166667",26.88,"27.05833333"
"117","  Burr, Abigail",2016,"Women","FR","Bethel","23.805","25.065",24.435,"24.57333333"
"118","  Byrnes, Brian",2012,"Men","SR","Augsburg","28.58666667","29.92",29.253333335,"28.37166667"
"119","  Campbell, Caroline",2015,"Women","SR","Carleton","23.99833333","24.06666667",24.67166667,"24.955"
"120","  Campbell, Jake",2012,"Men","FR","St. Olaf","26.215","27.07333333",26.644166665,"26.04833333"
"121","  Cargos, Kelly",2012,"Women","SR","Macalester","26.36833333","27.105",26.736666665,"25.26166667"
"122","  Carlson, Emma",2017,"Women","FR","Bethel","32.64","31.865",32.2525,"32.40333333"
"123","  Carlson, Lauren",2012,"Women","SR","St. Olaf","25.355","25.005",25.18,"24.05666667"
"124","  Casey, Fiona",2017,"Women","FR","Carleton","24.00666667","24.27333333",24.14,"22.98"
"125","  Celichowski, Colette",2012,"Women","SO","Carleton","24.42833333","23.48666667",23.9575,"23.19666667"
"126","  Chavez, Lindsey",2015,"Women","SO","Carleton","23.79833333","24.40333333",24.10083333,"23.92333333"
"127","  Chavez, Lindsey",2016,"Women","JR","Carleton","24.71166667","24.80166667",24.75666667,"25.19833333"
"128","  Christian, Morgan",2012,"Women","JR","Concordia Moorhead","24.11666667","24.16333333",24.14,"23.57333333"
"129","  Clark, Julia",2017,"Women","FR","St. Catherine","26.18","25.91666667",26.048333335,"25.09166667"
"130","  Clarke, Molly",2016,"Women","FR","St. Thomas","26.395","24.71166667",25.553333335,"24.675"
"131","  Claypoole, Joy",2014,"Women","SO","St. Olaf","25.965","25.59666667",25.780833335,"24.38166667"
"132","  Claypoole, Joy",2015,"Women","JR","St. Olaf","26.30333333","25.815",26.059166665,"25.43"
"133","  Claypoole, Joy",2016,"Women","SR","St. Olaf","27.81333333","26.395",27.104166665,"25.47833333"
"134","  Cobb, Rosie",2014,"Women","FR","Macalester","27.62666667","27.08333333",27.355,"24.86"
"135","  Cobb, Rosie",2015,"Women","SO","Macalester","26.80833333","26.27666667",26.5425,"25.73166667"
"136","  Cobb, Rosie",2016,"Women","JR","Macalester","28.295","25.79333333",26.66,"26.43"
"137","  Cobb, Rosie",2017,"Women","SR","Macalester","26.48333333","28.15333333",27.16333333,"25.25666667"
"138","  Coffey, Joe",2016,"Men","SR","St. Olaf","26.085","25.71333333",25.899166665,"25.94833333"
"139","  Collier, Maya",2016,"Women","SO","Carleton","26.245","26.68666667",26.465833335,"27.14333333"
"140","  Combs, Senya",2015,"Women","SR","Carleton","24.35166667","24.95",25.325,"25.43666667"
"141","  Cook-Gallardo, Donson",2015,"Men","SO","Carleton","26.045","26.72666667",26.385833335,"26.86666667"
"142","  Corbett, Will",2014,"Men","SO","Concordia Moorhead","32.125","29.56666667",30.845833335,"30.84666667"
"143","  Corbett, Will",2016,"Men","SR","Concordia Moorhead","21.82","29.815",30.30166667,"29.94166667"
"144","  Coulter, Kelsey",2014,"Women","SR","St. Olaf","24.94","24.17833333",24.559166665,"23.17166667"
"145","  Covington, Maddie",2012,"Women","SR","Concordia Moorhead","25.74666667","26.25666667",26.96166667,"24.51333333"
"146","  Cramer, Madeline",2016,"Women","SO","Bethel","23.70333333","25.16833333",24.43583333,"24.44"
"147","  Crane, Nicky",2016,"Women","SO","Concordia Moorhead","31.71666667","31.82833333",31.7725,"30.37666667"
"148","  Crochet, Ali",2017,"Women","FR","St. Thomas","24.88166667","26.29833333",25.59,"25.19"
"149","  Crocker, Olivia",2015,"Women","SO","Gustavus Adolphus","28.01166667","28.07",28.040833335,"27.58"
"150","  Crocker, Olivia",2016,"Women","JR","Gustavus Adolphus","29.16666667","26.65833333",26.72166667,"26.395"
"151","  Crocker, Olivia",2017,"Women","SR","Gustavus Adolphus","24.43666667","25.07166667",24.75416667,"24.57333333"
"152","  Cunningham, Guthrie",2012,"Men","JR","Carleton","26.97333333","27.61833333",27.29583333,"26.39"
"153","  Curran, Sarah",2014,"Women","FR","Concordia Moorhead","26.74166667","24.55",25.645833335,"24.69333333"
"154","  Curran, Sarah",2015,"Women","SO","Concordia Moorhead","26.56833333","24.81666667",25.6925,"24.62166667"
"155","  Curran, Sarah",2016,"Women","JR","Concordia Moorhead","25.71166667","24.41333333",24.85,"24.98833333"
"156","  Curran, Sarah",2017,"Women","SR","Concordia Moorhead","26.14","25.51333333",25.826666665,"25.85666667"
"157","  Dalzell, Talia",2017,"Women","SO","Concordia Moorhead","36.61166667","34.53333333",35.5725,"32.78833333"
"158","  Dammann, Carston ",2015,"Men","JR","Gustavus Adolphus","26.56","27.06666667",26.813333335,"26.93333333"
"159","  Dammann, Carston ",2016,"Men","SR","Gustavus Adolphus","27.51666667","26.42333333",27.32833333,"26.77666667"
"160","  Dammann, Morgan",2016,"Women","FR","St. Thomas","26.87333333","26.35166667",26.6125,"26.42"
"161","  Dammann, Morgan",2017,"Women","SO","St. Thomas","25.78833333","27.805",26.796666665,"25.885"
"162","  Damron, Olivia",2017,"Women","SO","St. Catherine","27.45666667","25.905",26.680833335,"25.66166667"
"163","  Daub, Mattie",2015,"Women","FR","Macalester","31.395","30.8",31.0975,"29.25666667"
"164","  David, Evan",2017,"Men","FR","Carleton","29.615","29.95",29.795,"29.19666667"
"165","  Davidson, Lea",2015,"Women","SO","Macalester","26.43","25.395",25.9125,"24.86166667"
"166","  Davidson, Lea",2016,"Women","JR","Macalester","24.33333333","26.45666667",24.58166667,"24.81333333"
"167","  Davidson, Lea",2017,"Women","SR","Macalester","24.31666667","26.11166667",25.64666667,"23.99"
"168","  Davis, Dillon",2012,"Men","JR","St. Olaf","28.74","27.10333333",27.921666665,"26.665"
"169","  Davitt, Megan",2015,"Women","JR","Macalester","25.65333333","25.45833333",25.55583333,"24.73333333"
"170","  Davitt, Megan",2016,"Women","SR","Macalester","25.36333333","27.565",24.87833333,"24.65833333"
"171","  Dean, Rachel",2012,"Women","SR","St. Olaf","23.755","23.47333333",23.614166665,"24.20666667"
"172","  Degen, Catherine",2017,"Women","JR","St. Catherine","29.07333333","28.97666667",29.025,"26.6"
"173","  Dengel, Olivia",2017,"Women","SR","St. Benedict","24.81166667","25.31333333",25.0625,"24.25666667"
"174","  Derrickson, Haylee",2015,"Women","FR","Carleton","24.27666667","23.95",24.113333335,"24.755"
"175","  DeVore, Sarah Jo",2014,"Women","SO","Macalester","26.34","25.14333333",25.741666665,"24.23666667"
"176","  DeVore, Sarah Jo",2015,"Women","JR","Macalester","26.82666667","24.905",25.865833335,"24.7"
"177","  DeVore, Sarah Jo",2016,"Women","SR","Macalester","23.83833333","26.94166667",23.67166667,"24.305"
"178","  Diekman, Noelle",2017,"Women","FR","Bethel","28.48666667","29.99166667",29.23916667,"27.3"
"179","  Diercks, Jenna",2012,"Women","SR","Bethel","25.575","26.42166667",25.998333335,"25.43333333"
"180","  Dills, Kelly ",2016,"Women","SO","St. Benedict","29.98333333","27.47833333",28.73083333,"27.61833333"
"181","  Dobbs, Henry",2012,"Men","SO","Concordia Moorhead","28.45833333","29.44833333",28.935,"28.57333333"
"182","  Dobbs, Henry",2014,"Men","SR","Concordia Moorhead","32.68","29.1",30.89,"30.07833333"
"183","  Doda, Rose",2016,"Women","SO","St. Olaf","27.52166667","26.07833333",26.8,"25.755"
"184","  Dodge, Tris",2015,"Men","FR","Carleton","26.79333333","27.17166667",26.9825,"27.52666667"
"185","  Dodge, Tris",2016,"Men","SO","Carleton","25.99833333","26.49833333",27.405,"26.785"
"186","  Dodge, Tris",2017,"Men","JR","Carleton","26.09","28.18333333",27.136666665,"26.06"
"187","  Doherty, James",2015,"Men","FR","Macalester","29.53166667","27.53",27.81666667,"28.08333333"
"188","  Doherty, James",2016,"Men","SO","Macalester","27.16333333","29.43666667",28.3,"27.64"
"189","  Dolan, Shannon ",2014,"Women","FR","St. Thomas","26.88833333","25.90333333",26.39583333,"25.215"
"190","  Dolan, Shannon ",2015,"Women","SO","St. Thomas","27.32666667","26.41166667",26.86916667,"26.5"
"191","  Domingues, Allison",2015,"Women","JR","Carleton","28.18833333","26.85",27.519166665,"27.68666667"
"192","  Donovan, Sally",2012,"Women","FR","Carleton","23.245","23.79166667",23.518333335,"23.20166667"
"193","  Dopp, Madeline",2016,"Women","SO","Hamline","23.26166667","26.35833333",24.81,"24.42333333"
"194","  Dopp, Madeline",2017,"Women","JR","Hamline","25.47833333","25.40666667",25.4425,"23.79166667"
"195","  Drache, Susan",2014,"Women","JR","Concordia Moorhead","27.69833333","25.65",26.674166665,"25.43333333"
"196","  Drews, Bailey",2012,"Women","SO","St. Benedict","24.045","24.53666667",24.290833335,"23.86833333"
"197","  Durbin, Morgan",2017,"Women","SO","St. Benedict","26.52","26.37666667",26.448333335,"25.06"
"198","  Edstrom, Walter",2015,"Men","JR","Carleton","26.51","26.44666667",26.478333335,"27.43666667"
"199","  Edstrom, Walter",2016,"Men","SR","Carleton","26.67166667","27.36666667",28.60833333,"26.78833333"
"200","  Eggers, Jacob",2016,"Men","SR","St. Olaf","26.17666667","28.10166667",27.13916667,"26.75833333"
"201","  Eide, Mary",2014,"Women","SO","St. Olaf","25.16666667","25.535",25.350833335,"24.325"
"202","  Eide, Mary",2015,"Women","JR","St. Olaf","25.24166667","24.82833333",25.035,"25.19666667"
"203","  Eide, Mary",2016,"Women","SR","St. Olaf","27.03","25.08",26.055,"24.675"
"204","  Ellingson, Holly",2015,"Women","FR","Macalester","28.15666667","26.15166667",27.15416667,"27.96166667"
"205","  Ellingson, Holly",2016,"Women","SO","Macalester","30.43166667","27.39166667",28.51666667,"27.555"
"206","  Ellingson, Holly",2017,"Women","JR","Macalester","26.995","28",27.4975,"26.70666667"
"207","  Elliott, Andrew",2016,"Men","FR","St. Thomas","31.51666667","32.07666667",31.79666667,"29.83333333"
"208","  Ellis, Ethan",2015,"Men","FR","Carleton","28.8","29.74333333",29.271666665,"30.83833333"
"209","  Ellis, Ethan",2016,"Men","SO","Carleton","30.69666667","30.58833333",30.6425,"29.77"
"210","  Ellis, Ethan",2017,"Men","JR","Carleton","29.54833333","31.49333333",30.52083333,"29.69333333"
"211","  Emery, Jeff",2012,"Men","JR","Concordia Moorhead","29.45333333","31.25833333",30.35583333,"30.08"
"212","  Engstrom, Melissa ",2012,"Women","SO","St. Thomas","24.93666667","25.97833333",25.58833333,"24.18"
"213","  Ensley-Field, Mira",2014,"Women","SO","Macalester","24.95833333","24.42166667",24.69,"22.98166667"
"214","  Erickson, Benjamin",2016,"Men","SO","Augsburg","29.76166667","33.815",31.788333335,"31.48666667"
"215","  Erickson, Benjamin",2017,"Men","JR","Augsburg","29.015","30.1",29.5575,"28.74333333"
"216","  Erickson, Lexi",2017,"Women","FR","St. Catherine","26.10166667","26.14",26.120833335,"24.50666667"
"217","  Etteldorf, Andrew",2015,"Men","JR","Carleton","30.54","29.08333333",29.811666665,"29.90833333"
"218","  Evans, Marra ",2014,"Women","JR","St. Olaf","29.76333333","30.03666667",29.9,"29.165"
"219","  Exner, Meggie",2012,"Women","JR","St. Olaf","23.42666667","23.97",24.82333333,"23.41"
"220","  Falk, Sarissa",2016,"Women","SR","Hamline","25.27833333","28.19333333",26.73583333,"25.85833333"
"221","  Feeney, Will",2015,"Men","SO","Macalester","33.78333333","31.74166667",32.7625,"32.74833333"
"222","  Feeney, Will",2017,"Men","SR","Macalester","30.03333333","32.22",31.126666665,"29.97833333"
"223","  Fischer, Joe",2012,"Men","SR","Concordia Moorhead","33.41666667","32.41333333",32.915,"31.28166667"
"224","  Fisher, Lisa",2016,"Women","FR","St. Olaf","23.85666667","25.44166667",23.84166667,"24.14"
"225","  Fliss, Tanner",2015,"Men","SR","Carleton","29.33333333","29.8",30.18,"29.08333333"
"226","  Floersheim, Ingrid",2015,"Women","JR","Concordia Moorhead","26.685","25.33333333",26.009166665,"25.80166667"
"227","  Flores, Ashley",2017,"Women","SO","St. Benedict","25.46333333","25.745",25.604166665,"25.42833333"
"228","  Fossum, Alex",2014,"Women","FR","St. Thomas","24.075","23.32333333",23.699166665,"23.05166667"
"229","  Fossum, Alex",2016,"Women","JR","St. Thomas","22.50333333","24.49166667",23.4975,"22.80666667"
"230","  Fourre, Elijah",2016,"Men","FR","Gustavus Adolphus","32.61666667","33.34666667",31.11833333,"31.07"
"231","  Frank-Holzner, Hans",2017,"Men","FR","Concordia Moorhead","20.915","31.70333333",26.309166665,"31.33"
"232","  Franke, Danielle",2016,"Women","FR","Saint Mary's","24.54333333","25.47666667",25.01,"24.76166667"
"233","  Franke, Danielle",2017,"Women","SO","Saint Mary's","25.02333333","26.37833333",25.70083333,"24.925"
"234","  Frantz, Rachel",2016,"Women","JR","Augsburg","24.57166667","24.98",24.775833335,"24.965"
"235","  Fredrickson, Alex",2015,"Men","JR","Gustavus Adolphus","28.76166667","28.99666667",28.87916667,"29.225"
"236","  Fredrickson, Alex",2016,"Men","SR","Gustavus Adolphus","28.8","26.735",27.20833333,"27.36"
"237","  Fredrickson, Kyle ",2015,"Men","JR","Gustavus Adolphus","28.865","29.54833333",29.206666665,"30.705"
"238","  Fredrickson, Kyle ",2016,"Men","SR","Gustavus Adolphus","31.75","29.48833333",29.54833333,"28.25"
"239","  Friedrich, Justin",2016,"Men","JR","Gustavus Adolphus","32.53333333","34.9",31.18333333,"30.985"
"240","  Friedrich, Justin",2017,"Men","SR","Gustavus Adolphus","29.36833333","30.28666667",29.8275,"29.50833333"
"241","  Fritz, Andrew",2014,"Men","FR","St. Thomas","28.76666667","28.76333333",28.765,"27.20666667"
"242","  Fritz, Andrew",2016,"Men","JR","St. Thomas","26.835","27.155",26.995,"27.06"
"243","  Fritz, Cate",2012,"Women","JR","Augsburg","30.255","29.71",29.9825,"31.01666667"
"244","  Froland, Tommy",2016,"Men","FR","Concordia Moorhead","23.96166667","33.84166667",34.91666667,"32.31166667"
"245","  Froland, Tommy",2017,"Men","SO","Concordia Moorhead","23.385","33.66333333",28.524166665,"31.37166667"
"246","  Fulton, Emilee",2016,"Women","FR","Carleton","26.61333333","26.62166667",26.6175,"27.83666667"
"247","  Fulton, Emilee",2017,"Women","SO","Carleton","25.77666667","27.77666667",25.58333333,"25.06333333"
"248","  Furth, Sarah",2017,"Women","JR","Macalester","26.96333333","28.73666667",27.34833333,"26.50333333"
"249","  Gais, Joey",2015,"Men","FR","Carleton","29.17666667","29.18333333",30.11,"30.61"
"250","  Gallagher, Mariah",2016,"Women","JR","Hamline","24.25166667","27.095",25.673333335,"25.27833333"
"251","  Gallandt, Annika",2016,"Women","SO","Macalester","31.17166667","29.81333333",29.58166667,"30.585"
"252","  Gamble, Maddie",2014,"Women","SR","St. Olaf","27.71166667","27.60833333",27.66,"25.925"
"253","  Gammon-Deering, Manon",2012,"Women","SO","St. Benedict","24.07666667","24.02666667",24.05166667,"24.31666667"
"254","  Garcia, Kathrene",2014,"Women","FR","Macalester","28.025","28.79",28.4075,"25.865"
"255","  Garcia, Kathrene",2015,"Women","SO","Macalester","27.655","27.71166667",27.683333335,"26.14666667"
"256","  Garcia, Kathrene",2016,"Women","JR","Macalester","29.90166667","27.615",28.13666667,"26.99833333"
"257","  Garcia, Kathrene",2017,"Women","SR","Macalester","28.80333333","31.645",30.224166665,"28.05833333"
